Dev_trial_stress,X,Delta_p,Delta_X,sigma
79.66769947606312,1.4798762860097867,2.878046208493251e-05,0.054621630141721056,117.56174606957023
79.7224973797135,1.5344979161515078,2.878415466325157e-05,0.054456215807138,117.64369404526708
79.77712936351139,1.5889541319586458,2.8787836956765026e-05,0.05429126019675534,117.72539383438112
79.83159588958742,1.643245392155401,2.8791509011696764e-05,0.05412676233247127,117.80684612699277
79.88589741799518,1.6973721544878724,2.8795170862637296e-05,0.053962721214593445,117.88805161085102
79.94003440723402,1.7513348757024658,2.8798822538304142e-05,0.05379913583299434,117.96901097176932
79.99400731451288,1.8051340115354602,2.8802464064445525e-05,0.05363600517272027,118.0497248938257
80.0478165958838,1.8587700167081804,2.880609546530394e-05,0.053473328216813165,118.13019405946422
80.10146270630949,1.9122433449249936,2.8809716764353272e-05,0.05331110394773364,118.21041914954681
80.15494609969788,1.9655544488727272,2.8813327984670124e-05,0.05314933134807842,118.29040084338004
80.20826722892004,2.0187037802208057,2.8816929149122076e-05,0.05298800940094761,118.37013981872921
80.26142654581949,2.0716917896217533,2.882052028046107e-05,0.05282713709013187,118.44963675182615
80.31442450121745,2.124518926711885,2.8824101401370967e-05,0.05266671340021167,118.52889231737375
80.36726154491583,2.177185640112097,2.8827672534491896e-05,0.05250673731660793,118.60790718854899
80.41993812569933,2.2296923774287047,2.8831233702431897e-05,0.052347207825619524,118.68668203700508
80.47245469133674,2.2820395852543243,2.88347849277726e-05,0.05218812391443395,118.76521753287322
80.52481168858216,2.334227709168758,2.883832623307202e-05,0.05202948457114909,118.84351434476417
80.57700956317612,2.3862571937399073,2.884185764086661e-05,0.051871288784780756,118.92157313976978
80.62904875984653,2.438128482524688,2.8845379173671962e-05,0.05171353554527425,118.9993945834643
80.68092972230954,2.4898420180699623,2.8848890853981596e-05,0.05155622384350789,119.07697933990595
80.73265289327064,2.54139824191347,2.885239270426804e-05,0.05139935267130635,119.15432807163829
80.78421871442553,2.5927975945847765,2.8855884746983193e-05,0.05124292102144912,119.23144143969162
80.83562762646109,2.6440405156062257,2.8859367004557105e-05,0.05108692788767488,119.30832010358448
80.88688006905633,2.6951274434939005,2.8862839499399205e-05,0.05093137226469224,119.38496472132498
80.93797648088332,2.746058815758593,2.886630225389614e-05,0.05077625314818279,119.46137594941239
80.98891729960826,2.7968350689067756,2.8869755290413336e-05,0.05062156953481489,119.53755444283853
81.03970296189236,2.8474566384415905,2.8873198631294446e-05,0.050467320422248996,119.61350085508928
81.09033390339286,2.8979239588638395,2.8876632298860673e-05,0.05031350480914254,119.68921583814608
81.14081055876406,2.948237463672982,2.8880056315411374e-05,0.05016012169515971,119.76470004248736
81.19113336165825,2.9983975853681417,2.888347070322282e-05,0.05000717008098032,119.83995411709014
81.24130274472677,3.048404755449122,2.8886875484549014e-05,0.04985464896830205,119.91497870943155
81.29131913962104,3.098259404417424,2.8890270681621407e-05,0.04970255735985285,119.98977446549027
81.34118297699352,3.147961961777277,2.889365631664825e-05,0.04955089425939718,120.06434202974819
81.3908946864988,3.197512856036674,2.8897032411814584e-05,0.04939965867173912,120.1386820451919
81.4404546967946,3.2469125147084132,2.8900398989282593e-05,0.04924884960273568,120.21279515331426
81.48986343554284,3.296161364311149,2.8903756071190492e-05,0.04909846605929813,120.28668199411602
81.53912132941069,3.345259830370447,2.8907103679653428e-05,0.04894850704940179,120.36034320610739
81.5882288040716,3.394208337419849,2.8910441836762858e-05,0.048798971582093564,120.43377942630957
81.6371862842064,3.4430073090019424,2.8913770564585578e-05,0.04864985866749638,120.50699129025651
81.68599419350434,3.491657167669439,2.891708988516559e-05,0.04850116731681853,120.57997943199635
81.73465295466424,3.5401583349862573,2.8920399820521777e-05,0.048352896542358526,120.65274448409319
81.78316298939546,3.588511231528616,2.892370039264906e-05,0.0482050453575118,120.72528707762865
81.8315247184191,3.6367162768861276,2.892699162351768e-05,0.048057612776777336,120.79760784220356
81.87973856146905,3.684773889662905,2.8930273535073416e-05,0.0479105978157679,120.86970740593962
81.92780493729309,3.732684487478673,2.893354614923736e-05,0.047763999491209574,120.94158639548102
81.97572426365403,3.7804484869698824,2.8936809487905515e-05,0.04761781682095334,121.0132454359962
82.0234969573308,3.828066303790836,2.8940063572948935e-05,0.047472048823979485,121.08468515117944
82.07112343411964,3.8755383526148153,2.894330842621361e-05,0.04732669452040694,121.15590616325265
82.11860410883511,3.922865047135222,2.894654406951966e-05,0.04718175293149329,121.22690909296703
82.16593939531137,3.9700468000667155,2.89497705246625e-05,0.04703722307964808,121.29769455960479
82.21312970640321,4.017084023146364,2.8952987813411407e-05,0.04689310398843194,121.36826318098088
82.26017545398726,4.0639771271347955,2.8956195957510044e-05,0.04674939468257122,121.43861557344471
82.30707704896315,4.110726521817367,2.8959394978676365e-05,0.04660609418795403,121.50875235188192
82.35383490125463,4.157332616005321,2.896258489860165e-05,0.04646320153164574,121.57867412971618
82.4004494198108,4.2037958175369665,2.896576573895203e-05,0.0463207157418859,121.64838151891081
82.44692101260722,4.250116533278852,2.8968937521366646e-05,0.04617863584810067,121.71787512997071
82.49325008664715,4.296295169126953,2.8972100267458764e-05,0.046036960880909916,121.787155571944
82.53943704796268,4.342332130007863,2.897525399881423e-05,0.04589568987212367,121.85622345242392
82.58548230161595,4.388227819879987,2.897839873699297e-05,0.0457548218547581,121.9250793775506
82.6313862517004,4.433982641734745,2.8981534503528178e-05,0.04561435586303553,121.99372395201281
82.67714930134188,4.47959699759778,2.8984661319925815e-05,0.04547429093239064,122.06215777904983
82.72277185269989,4.525071288530171,2.8987779207664618e-05,0.04533462609947758,122.13038146045324
82.76825430696883,4.5704059146296485,2.8990888188196427e-05,0.04519536040217442,122.1983955965688
82.81359706437921,4.615601275031823,2.8993988282945807e-05,0.045056492879586685,122.26620078629826
82.85880052419884,4.66065776791141,2.8997079513309935e-05,0.04491802257205979,122.33379762710118
82.90386508473412,4.705575790483469,2.9000161900658573e-05,0.04477994852117284,122.4011867149968
82.9487911433312,4.750355739004642,2.9003235466333196e-05,0.04464226976975638,122.46836864456594
82.9935790963773,4.794998008774399,2.9006300231648394e-05,0.04450498536188707,122.53534400895285
83.0382293393019,4.839502994136286,2.9009356217890213e-05,0.044368094342899234,122.60211339986705
83.08274226657804,4.883871088479185,2.901240344631707e-05,0.04423159575938751,122.66867740758529
83.12711827172353,4.9281026842385725,2.9015441938159265e-05,0.044095488659214865,122.73503662095337
83.17135774730225,4.972198172897787,2.9018471714618507e-05,0.04395977209151081,122.80119162738808
83.2154610849254,5.016157944989298,2.9021492796868517e-05,0.04382444510668648,122.86714301287914
83.25942867525276,5.059982390095985,2.9024505206054686e-05,0.0436895067564258,122.93289136199105
83.30326090799404,5.10367189685241,2.9027508963293503e-05,0.04355495609370674,122.99843725786508
83.34695817191006,5.147226852946117,2.9030504089672763e-05,0.04342079217279249,123.06378128222114
83.3905208548141,5.19064764511891,2.9033490606252473e-05,0.04328701404924562,123.12892401535973
83.43394934357316,5.233934659168155,2.903646853406191e-05,0.04315362077992191,123.19386603616397
83.47724402410932,5.277088279948077,2.903943789410336e-05,0.04302061142298719,123.2586079221014
83.52040528140094,5.320108891371064,2.904239870734853e-05,0.04288798503791735,123.32315024922612
83.56343349948409,5.362996876408982,2.9045350994740892e-05,0.04275574068549748,123.38749359218059
83.60632906145374,5.405752617094479,2.9048294777194032e-05,0.04262387742783247,123.45163852419772
83.64909234946515,5.448376494522312,2.9051230075592886e-05,0.0424923943283515,123.51558561710276
83.69172374473519,5.490868888850663,2.905415691079178e-05,0.04236129045180714,123.5793354413154
83.7342236275436,5.53323017930247,2.9057075303616637e-05,0.04223056486429044,123.64288856585164
83.77659237723444,5.575460744166761,2.9059985274863064e-05,0.04210021663321939,123.70624555832588
83.81883037221726,5.61756096079998,2.9062886845296998e-05,0.04197024482735667,123.76940698495287
83.86093798996859,5.659531205627337,2.906578003565462e-05,0.041840648516809686,123.83237341054975
83.90291560703318,5.7013718541441465,2.9068664866641912e-05,0.0417114267730323,123.89514539853809
83.9447635990254,5.743083280917179,2.907154135893488e-05,0.041582578668830195,123.95772351094588
83.9864823406306,5.784665859586009,2.9074409533180022e-05,0.041454103278365295,124.02010830840956
84.02807220560638,5.826119962864374,2.907726940999239e-05,0.04132599967716555,124.08230035017608
84.06953356678406,5.86744596254154,2.9080121009957672e-05,0.04119826694211337,124.14430019410494
84.11086679606997,5.908644229483653,2.9082964353631174e-05,0.041070904151468746,124.2061083966702
84.15207226444682,5.949715133635122,2.908579946153693e-05,0.04094391038486034,124.26772551296261
84.19315034197508,5.990659044019982,2.908862635416897e-05,0.040817284723291714,124.32915209669163
84.23410139779443,6.031476328743274,2.9091445051990734e-05,0.04069102624914578,124.39038870018746
84.27492580012498,6.07216735499242,2.9094255575434608e-05,0.04056513404619366,124.45143587440317
84.31562391626879,6.112732489038613,2.9097057944902358e-05,0.040439607199586725,124.51229416891677
84.35619611261119,6.1531720962382,2.9099852180764526e-05,0.04031444479587254,124.57296413193325
84.39664275462218,6.193486541034073,2.910263830336098e-05,0.04018964592299046,124.63344631028673
84.43696420685782,6.233676186957063,2.9105416333000386e-05,0.040065209670281376,124.69374124944251
84.47716083296169,6.2737413966273445,2.9108186289960373e-05,0.03994113512848241,124.75384949349919
84.51723299566613,6.313682531755827,2.9110948194487016e-05,0.039817421389740204,124.81377158519076
84.55718105679385,6.353499953145567,2.9113702066795596e-05,0.03969406754760474,124.87350806588874
84.59700537725917,6.393194020693172,2.9116447927069473e-05,0.03957107269704707,124.93305947560427
84.63670631706952,6.432765093390219,2.91191857954611e-05,0.03944843593443892,124.9924263529902
84.6762842353268,6.472213529324658,2.912191569209045e-05,0.03932615635758552,125.0516092353433
84.71573949022888,6.511539685682243,2.9124637637047435e-05,0.039204233065701644,125.11060865860631
84.75507243907089,6.550743918747945,2.912735165038854e-05,0.03908266515943559,125.16942515737013
84.79428343824677,6.589826583907381,2.9130057752139755e-05,0.03896145174085763,125.22805926487591
84.83337284325061,6.628788035648238,2.9132755962294816e-05,0.03884059191347333,125.28651151301725
84.87234100867818,6.667628627561712,2.9135446300815374e-05,0.038720084782216446,125.3447824323423
84.9111882882282,6.706348712343928,2.9138128787631727e-05,0.0385999294534658,125.40287255205592
84.94991503470396,6.744948641797394,2.9140803442641324e-05,0.038480125035035506,125.4607824000219
84.98852160001461,6.783428766832429,2.914347028571022e-05,0.038360670636181204,125.51851250276503
85.0270083351767,6.8217894374686106,2.9146129336672274e-05,0.03824156536760981,125.57606338547333
85.06537559031557,6.86003100283622,2.9148780615328246e-05,0.03812280834146886,125.63343557200021
85.10362371466681,6.898153811177689,2.9151424141447698e-05,0.03800439867136696,125.69062958486664
85.14175305657777,6.936158209849056,2.915405993476757e-05,0.0378863354723622,125.74764594526332
85.17976396350889,6.974044545321418,2.9156688014991835e-05,0.037768617860967524,125.80448517305287
85.21765678203525,7.011813163182386,2.9159308401792873e-05,0.03765124495516048,125.86114778677204
85.25543185784804,7.049464408137546,2.9161921114809702e-05,0.037534215874377885,125.91763430363387
85.29308953575593,7.086998624011924,2.9164526173649316e-05,0.03741752973952295,125.97394523952991
85.33063015968662,7.124416153751447,2.9167123597885738e-05,0.037301185672964365,126.03008110903242
85.3680540726883,7.161717339424412,2.9169713407060753e-05,0.037185182798544325,126.08604242539653
85.40536161693102,7.198902522222956,2.9172295620682364e-05,0.037069520241576726,126.14182970056252
85.44255313370836,7.235972042464533,2.9174870258227198e-05,0.0369541971288454,126.19744344515802
85.47962896343869,7.272926239593378,2.917743733913804e-05,0.036839212588620995,126.25288416850012
85.51658944566674,7.309765452181999,2.9179996882824983e-05,0.0367245657506432,126.30815237859771
85.55343491906515,7.346490017932642,2.9182548908665218e-05,0.036610255746145626,126.36324858215369
85.5901657214358,7.383100273678788,2.9185093436002766e-05,0.03649628170783448,126.41817328456709
85.6267821897114,7.419596555386622,2.9187630484148485e-05,0.036382642769911655,126.47292698993549
85.663284659957,7.455979198156534,2.9190160072380745e-05,0.036269338068064094,126.52751020105703
85.69967346737135,7.492248536224598,2.919268221994385e-05,0.036156366739468204,126.5819234194328
85.73594894628853,7.528404902964066,2.919519694604949e-05,0.036043727922796975,126.63616714526906
85.77211143017938,7.564448630886863,2.9197704269876092e-05,0.035931420758217314,126.69024187747941
85.80816125165295,7.600380051645081,2.920020421056853e-05,0.03581944438739537,126.74414811368709
85.84409874245806,7.636199496032476,2.9202696787237886e-05,0.03570779795349033,126.79788635022724
85.87992423348484,7.671907293985966,2.9205182018963113e-05,0.035596480601171265,126.85145708214914
85.9156380547661,7.7075037745871375,2.9207659924788376e-05,0.03548549147660296,126.90486080321841
85.95124053547895,7.7429892660637405,2.921013052372488e-05,0.035374829727461865,126.95809800591934
85.98673200394623,7.778364095791202,2.9212593834750627e-05,0.03526449450292635,127.01116918145713
86.0221127876381,7.813628590294129,2.9215049876809694e-05,0.035154484953688225,127.06407481976017
86.05738321317345,7.848783075247817,2.9217498668812384e-05,0.035044800231944784,127.11681540948221
86.09254360632148,7.883827875479762,2.9219940229635674e-05,0.0349354394914112,127.16939143800478
86.1275942920032,7.918763314971173,2.9222374578122706e-05,0.034826401887311675,127.22180339143931
86.16253559429288,7.953589716858485,2.9224801733082477e-05,0.03471768657639007,127.27405175462955
86.19736783641972,7.988307403434875,2.9227221713291298e-05,0.034609292716909046,127.32613701115372
86.23209134076914,8.022916696151784,2.922963453749013e-05,0.034501219468644706,127.37805964332688
86.26670642888459,8.057417915620428,2.923204022438791e-05,0.03439346599289905,127.42982013220312
86.30121342146876,8.091811381613327,2.9234438792658148e-05,0.034286031452495536,127.48141895757797
86.33561263838531,8.126097413065823,2.92368302609414e-05,0.0341789150117755,127.53285659799052
86.36990439866035,8.160276328077599,2.9239214647843352e-05,0.03407211583661862,127.58413353072588
86.40408902048392,8.194348443914217,2.9241591971936724e-05,0.033965633094418024,127.63525023181735
86.43816682121158,8.228314077008635,2.9243962251759475e-05,0.03385946595410161,127.68620717604877
86.47213811736586,8.262173542962737,2.9246325505815892e-05,0.03375361358612672,127.73700483695679
86.50600322463787,8.295927156548863,2.9248681752575832e-05,0.03364807516248014,127.78764368683318
86.53976245788878,8.329575231711344,2.925103101047567e-05,0.03354284985667988,127.83812419672711
86.5734161311514,8.363118081568023,2.925337329791704e-05,0.03343793684378049,127.88844683644749
86.60696455763166,8.396556018411804,2.9255708633267832e-05,0.033333335300369527,127.93861207456523
86.64040804971016,8.429889353712174,2.9258037034861638e-05,0.033229044404571084,127.98862037841556
86.6737469189437,8.463118398116745,2.9260358520997295e-05,0.033125063336044036,128.03847221410032
86.70698147606689,8.496243461452789,2.9262673109940336e-05,0.03302139127599091,128.08816804649032
86.74011203099354,8.52926485272878,2.9264980819921026e-05,0.032918027407149,128.13770833922763
86.77313889281842,8.562182880135929,2.9267281669136477e-05,0.032814970913795705,128.18709355472782
86.80606236981855,8.594997851049724,2.926957567574846e-05,0.032712220981755635,128.23632415418237
86.83888276945491,8.62771007203148,2.9271862857884824e-05,0.032609776798389944,128.28540059756094
86.87160039837396,8.66031984882987,2.927414323363916e-05,0.03250763755260344,128.33432334361365
86.90421556240909,8.692827486382473,2.9276416821070293e-05,0.03240580243484992,128.3830928498735
86.93672856658233,8.725233288817323,2.9278683638203193e-05,0.032304270637128596,128.43170957265858
86.96913971510571,8.757537559454452,2.9280943703027782e-05,0.03220304135298058,128.4801739670745
87.001449311383,8.789740600807432,2.9283197033500203e-05,0.032102113777495944,128.52848648701658
87.03365765801105,8.821842714584928,2.928544364754147e-05,0.03200148710731554,128.57664758517228
87.06576505678152,8.853844201692244,2.9287683563038475e-05,0.03190116054062386,128.62465771302348
87.09777180868232,8.885745362232868,2.9289916797843697e-05,0.03180113327715972,128.6725173208488
87.12967821389921,8.917546495510027,2.9292143369774738e-05,0.03170140451821446,128.72022685772598
87.16148457181731,8.949247900028242,2.9294363296614964e-05,0.0316019734666213,128.7677867715341
87.19319118102274,8.980849873494863,2.9296576596113112e-05,0.03150283932677489,128.81519750895606
87.22479833930404,9.012352712821638,2.9298783285983305e-05,0.03140400130461529,128.86245951548077
87.25630634365385,9.043756714126253,2.930098338390504e-05,0.031305458607640446,128.90957323540556
87.28771549027037,9.075062172733894,2.93031769075234e-05,0.031207210444900824,128.95653911183848
87.31902607455899,9.106269383178795,2.9305363874449026e-05,0.03110925602700121,129.00335758670062
87.35023839113374,9.137378639205796,2.9307544302256993e-05,0.03101159456609892,129.0500291007285
87.381352733819,9.168390233771895,2.9309718208488975e-05,0.030914225275910923,129.09655409347633
87.41236939565088,9.199304459047806,2.931188561065073e-05,0.030817147371703157,129.14293300331846
87.44328866887898,9.230121606419509,2.931404652621476e-05,0.03072036007030654,129.18916626745158
87.47411084496773,9.260841966489815,2.9316200972617886e-05,0.030623862590102746,129.23525432189712
87.50483621459807,9.291465829079918,2.931834896726253e-05,0.030527654151031314,129.2811976015036
87.53546506766907,9.32199348323095,2.932049052751643e-05,0.030431733974591424,129.326996539949
87.56599769329932,9.35242521720554,2.9322625670713005e-05,0.030336101283840122,129.37265156974294
87.59643437982862,9.382761318489381,2.9324754414150303e-05,0.030240755303385214,129.4181631222292
87.62677541481946,9.413002073792766,2.9326876775092054e-05,0.030145695259404803,129.463531627588
87.65702108505866,9.443147769052171,2.932899277076729e-05,0.03005092037962953,129.50875751483827
87.68717167655885,9.4731986894318,2.933110241837005e-05,0.029956429893346126,129.5538412118401
87.71722747456008,9.503155119325147,2.9333205735059907e-05,0.029862223031406288,129.59878314529706
87.74718876353137,9.533017342356553,2.9335302737961635e-05,0.029768299026221356,129.64358374075843
87.77705582717229,9.562785641382774,2.933739344416532e-05,0.02967465711174988,129.68824342262167
87.80682894841445,9.592460298494524,2.9339477870726325e-05,0.02958129652352781,129.7327626141347
87.83650840942315,9.622041595018052,2.9341556034665362e-05,0.029488216498640085,129.77714173739827
87.86609449159884,9.651529811516692,2.9343627952967667e-05,0.02939541627573483,129.82138121336823
87.89558747557882,9.680925227792427,2.9345693642584927e-05,0.029302895095016268,129.865481461858
87.92498764123866,9.710228122887443,2.9347753120432996e-05,0.02921065219825536,129.9094429015408
87.95429526769388,9.739438775085699,2.9349806403393798e-05,0.02911868682877561,129.95326594995205
87.98351063330136,9.768557461914474,2.9351853508313976e-05,0.02902699823146726,129.99695102349168
88.01263401566112,9.797584460145941,2.9353894452005716e-05,0.0289355856527731,130.0404985374265
88.04166569161765,9.826520045798715,2.935592925124635e-05,0.02884444834070443,130.08390890589249
88.07060593726166,9.855364494139419,2.9357957922778575e-05,0.028753585544823324,130.1271825418972
88.09945502793147,9.884118079684242,2.9359980483309917e-05,0.028662996516258588,130.1703198573221
88.12821323821474,9.9127810762005,2.9361996949513715e-05,0.02857268050769335,130.2133212629249
88.15688084194993,9.941353756708194,2.936400733802851e-05,0.028482636773373926,130.25618716834177
88.18545811222785,9.969836393481568,2.936601166545767e-05,0.028392864569104503,130.2989179820899
88.21394532139327,9.998229258050673,2.9368009948370243e-05,0.02830336315224713,130.34151411156975
88.2423427410465,10.02653262120292,2.9370002203300312e-05,0.028214131781719942,130.38397596306731
88.27065064204487,10.05474675298464,2.9371988446747816e-05,0.0281251697180096,130.42630394175652
88.29886929450434,10.08287192270265,2.9373968695177083e-05,0.028036476223149975,130.46849845170158
88.32699896780105,10.1109083989258,2.937594296501826e-05,0.02794805056073635,130.51055989585933
88.35503993057289,10.138856449486536,2.9377911272666352e-05,0.02785989199592187,130.55248867608162
88.38299245072108,10.166716341482458,2.9379873634483008e-05,0.02777199979542111,130.59428519311746
88.41085679541163,10.194488341277879,2.9381830066793297e-05,0.027684373227494063,130.63594984661557
88.43863323107705,10.222172714505373,2.9383780585889186e-05,0.027597011561972806,130.67748303512664
88.46632202341776,10.249769726067345,2.9385725208026915e-05,0.02750991407023129,130.7188851561056
88.49392343740374,10.277279640137577,2.9387663949428523e-05,0.027423080025204882,130.76015660591412
88.52143773727607,10.304702720162782,2.938959682628155e-05,0.027336508701388595,130.80129777982273
88.54886518654848,10.33203922886417,2.939152385473852e-05,0.027250199374819317,130.84230907201334
88.57620604800888,10.35928942823899,2.9393445050917795e-05,0.02716415132310601,130.88319087558148
88.60346058372099,10.386453579562096,2.9395360430902696e-05,0.02707836382539419,130.9239435825386
88.63062905502574,10.41353194338749,2.939727001074201e-05,0.02699283616238901,130.96456758381458
88.65771172254306,10.440524779549879,2.939917380644985e-05,0.02690756761635349,131.00506326925986
88.68470884617324,10.467432347166232,2.9401071834006674e-05,0.0268225574710943,131.0454310276478
88.71162068509852,10.494254904637327,2.9402964109356888e-05,0.02673780501197598,131.08567124667712
88.73844749778475,10.520992709649303,2.9404850648411013e-05,0.026653309525904945,131.12578431297422
88.7651895419828,10.547646019175207,2.940673146704608e-05,0.02656907030134903,131.16577061209532
88.79184707473021,10.574215089476557,2.9408606581102432e-05,0.026485086628316168,131.205630528529
88.81842035235267,10.600700176104873,2.9410476006387835e-05,0.026401357798368608,131.24536444569847
88.84490963046565,10.627101533903241,2.9412339758674363e-05,0.026317883104610473,131.2849727459638
88.87131516397588,10.653419417007852,2.9414197853700312e-05,0.02623466184170198,131.3244558106244
88.89763720708294,10.679654078849554,2.9416050307169384e-05,0.026151693305839885,131.3638140199212
88.92387601328079,10.705805772155394,2.9417897134750575e-05,0.02606897679477882,131.403047753039
88.95003183535934,10.731874748950172,2.941973835207864e-05,0.02598651160780463,131.44215738810888
88.97610492540592,10.757861260557977,2.9421573974753694e-05,0.025904297045752145,131.48114330221048
89.00209553480698,10.78376555760373,2.94234040183421e-05,0.025822332411010507,131.52000587137422
89.02800391424948,10.80958789001474,2.9425228498375088e-05,0.025740617007492972,131.55874547058374
89.0538303137225,10.835328507022233,2.9427047430350013e-05,0.02565915014066711,131.59736247377813
89.07957498251875,10.8609876571629,2.942886082972954e-05,0.02557793111753881,131.63585725385434
89.10523816923623,10.886565588280439,2.943066871194233e-05,0.025496959246654072,131.67423018266942
89.1308201217796,10.912062547527093,2.943247109238269e-05,0.025416233838090108,131.7124816310428
89.15632108736187,10.937478781365183,2.943426798641056e-05,0.025335754203473115,131.75061196875873
89.18174131250582,10.962814535568656,2.9436059409351703e-05,0.025255519655960512,131.78862156456842
